restaurant_id,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche
UlyCnc4_Suu2DSqYQSwkqQ,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30
d4iX947_lcV0jWHprdMKYA,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
dIYsRb9Qy09-Fgn4uOfuRw,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,14:0-2:0,14:0-2:0
k128j06GAIQVd0hJ6R7Ajg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
jrpqddzMsp6_2mkwpr6X8Q,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-19:0
kZ-ytO1SysT7mWchxwguZw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
PYfewaNPrfF3BDAVEqvR7A,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,11:30-1:0,12:0-1:0,11:30-23:0
LJyt1WlDeKWspiqljzIg7w,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-19:0
nwJtSIitg8wvlU9fKxLe6g,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-19:0,11:0-18:0
0qPNeqLuKE88rKbIbSZDpg,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-22:0
I6u-OhmI_IUltexEOSCKzg,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-0:0
htzEunw0vAJRdHS-vJnJdQ,11:30-21:30,11:30-21:30,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:0,12:0-21:30
AX18390RcUvxaJOCtQFSjw,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-19:0,8:0-17:0,8:0-17:0
j_prxgHnMvuRdrGjAI9qXQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,10:0-23:0,10:0-22:0
U4ncU-YfIipnTetJDZLGlw,0:0-0:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
JWDiG0nSsM7GQ9QFRTxU9w,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
eVsO9Bx4-fty-uTzWdZKHg,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0,7:0-7:0
LPOTimIWWQg7GTfwgZqnXg,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30
l9FErvgeBk1arsR9ZG3PwQ,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-19:0,8:0-19:0
UwENDj5udMTGAvKKU4jhdA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,12:0-23:0,13:0-23:0
yiKd42V_SoI_08DL62twDQ,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
gU8H-yYJEByT7b8ZvHs16g,10:0-0:0,10:0-0:0,10:0-0:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-0:0
h5pqhSb74UeLNkv534m5Hg,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30
wTMuxPmQtSALOoQiNq6dnw,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,13:0-22:0,16:0-22:0
ncp05QXrDbNfDfvakM21xw,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-22:0,10:0-22:0
lTWlfVXsqNLUKXO07E8mtQ,11:0-10:0,11:0-10:0,11:0-10:0,11:0-10:0,11:0-10:0,11:0-10:0,12:0-10:0
pwhGl5xuPlR1FWnm6YMJlw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,14:0-23:0,14:0-22:0
s7LncUuPc9yaZ7wDsIALGg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
nGCKQlzat6nEKTImlpg_hg,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30
40AZvMTzJ6jmjw9-H2H6hw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,9:30-21:0,11:0-18:0
OaCjJLSklg-YJ_WEqgCqRw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
u8xCk_KNQJ-mVzi0PTWMGA,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0
n1kiEJzNkjGHae4hgbr_ZQ,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
ZkBliepoBME9_04bGYnAGw,8:30-19:0,8:30-19:0,8:30-19:0,8:30-19:0,8:30-19:0,8:30-16:0,10:0-16:0
-L88B-PrtzwujhLuYc2k_g,11:30-21:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,12:0-23:0,12:0-21:0
sNCVfhG0V3JoCGcKynESrg,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0
YpSOCqnpn-ceZOfg4MY2GQ,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,8:30-17:0,9:0-15:0
A9IUE1W6TfVXfSC6LkrWCw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,11:0-21:0
rqS1ywhjBrxJrVNri7pfXA,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-17:0
RQu_Bv7EFf5NKMnh_3E7Ag,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0,11:0-4:0
FcFGlIay8nvaP3U8A64UGg,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
gUjohbxvaPoHrw41FwkVOA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
_tWzGYtWJsPL657zfzvkTg,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-0:0,12:0-0:0,12:0-22:0
CF2HAEZwaqpMqqHtC5c9tw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,9:0-23:0,9:0-22:0
ZjdcfPbkBVtMnXm8jLSV_A,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
QyOX8xqlG1iXxl60kN6s9A,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
kdnIIKSd3NY3Eo22MXK8Xg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
g3wJ3T0ksO4xgDS6KIDY1A,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
Zn4zzOZXPSouXKuhYvNlYg,0:0-0:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-4:0,11:0-4:0,11:0-0:0
5nqh0BJ3IrvDYpmkBheD4g,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,9:30-19:0,9:30-19:0
Jr8OvuZStssBpW8mxsarnw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,13:0-22:0,17:0-22:0
D9bf5U0y_0MnL9wMFc4bKQ,18:0-23:0,18:0-23:0,18:0-23:0,18:0-2:0,18:0-2:0,18:0-2:0,18:0-2:0
Tz01tl2VlnliktL-Hhc73Q,17:0-6:0,17:0-6:0,17:0-6:0,17:0-6:0,17:0-6:0,17:0-6:0,17:0-6:0
L38gPrqPa4alEwnxoLUdAQ,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-22:0,9:0-22:0,9:0-21:0
zY_YAwo4On0aqOABS-1cBA,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-3:0,10:0-2:0
h0MNaniQdLa3ZGmXh9DDeQ,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-23:0,9:0-23:0,9:0-20:0
F_grYTnIPE1_Wwlfvt0J4Q,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
-6mzdR0YjOToJ8E04Y9O0Q,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,17:0-22:30
_70P6YlJVWHQq__6NpIWkA,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,7:0-19:0,8:0-15:0
yGd87bkFijZ6YHrHtW5maA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-22:0,11:0-22:0
YoCHE5mfF5EOcaMbMGNNVQ,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-17:0,9:0-17:0
hnCd1VSLYdb2-eHO7iB9xQ,10:30-0:30,10:30-0:30,10:30-0:30,10:30-0:30,10:30-1:30,9:0-1:30,9:0-0:30
DC3Uyai-vCCUgMmMvLESlw,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
_yxPEM0oxih1H0SoHJ-k5w,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,13:0-23:0
jPvn-C8kNUcyGfjUtOc_oA,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,11:0-23:0,11:0-22:0
eoHdUeQDNgQ6WYEnP2aiRw,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-23:0,9:0-23:0,9:0-22:0
-2hOglg7Lh8ZgclQJ9ba2w,22:0-2:0,18:0-22:0,18:0-22:0,18:0-22:0,18:0-2:0,18:0-2:0,18:0-22:0
4uiijOUDzc-DeIb2XcKW_A,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-0:0,17:0-0:0,17:0-23:0
svTDpnD6yj77h5iH9lDucw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-20:0,12:0-20:0
hroo5nOO8b9QhHX0GLg7oA,9:0-3:0,9:0-3:0,9:0-3:0,9:0-3:0,9:0-3:0,9:0-3:0,9:0-3:0
Mk_NJdCypVpNe6yGgymkbw,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0
a7GomHLPBvkDzmH1D3e8vA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
FCP5hYaTtn6dkpmZ_NTvEw,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0
7zqmeEgCPfvbxyaKHli6Dw,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-19:0
D7GNmDVby1wAq1XZNmeQZw,0:0-0:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-14:0
D3tXmFzqLD3mGzYnp5vp7w,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
ux6FCssPmLx5LrWzTHvxWg,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
cW0kFaT9QqotYGGGI3-Btw,1:0-1:0,1:0-1:0,1:0-1:0,1:0-1:0,1:0-1:0,1:0-1:0,1:0-1:0
SvW3WsatQWvR8c1iwAD_QA,13:0-2:0,13:0-2:0,13:0-2:0,13:0-2:0,13:0-2:0,13:0-2:0,13:0-2:0
4vwhK3Uxlp2gBtQuP78NOA,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,12:0-22:0
Meu8JwRliV7-Dva3UQXCSA,10:0-0:0,10:0-0:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-0:0
YH_3Z_-sFoWeG8QiuO1-oA,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
q6DddOoOR2A1_-M2g2PGqA,10:30-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:30-21:0
Lft-0Xy72YbwRkn_n5hfXA,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-22:0
IkI9yPjx-MRYh-Jh-LqIiQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
P8TQOkplgiQDdHRUj-IZRA,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,15:0-21:0,11:0-21:0,11:0-20:0
WwvSDgFkx3f0piozrdMxtQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
RI-E3WWC_KMm27EShF3O8Q,9:0-21:30,9:0-21:30,9:0-21:30,9:0-21:30,9:0-23:0,9:0-23:0,9:0-20:30
-d1xHUrLRbfJNqd5A_uP6A,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30,6:30-14:30
Bz6UcQZgRkrGtDwcagvt9w,12:0-0:0,11:30-1:0,11:30-1:0,11:30-2:0,11:30-2:0,11:30-2:0,12:0-0:0
IspcgPcxFqSn1Sb5ll-7ug,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,10:0-0:0,10:0-22:0
SWZ_GqiaAoc4JoUOosF0mg,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-3:0,9:0-3:0,9:0-23:0
ubz4CaZXagQuGv2N9gFAdw,18:0-23:0,18:0-22:30,18:0-22:30,18:0-22:30,18:0-23:30,18:0-23:30,18:0-23:0
W9Bh_7mfuUrEAdQBJMVOvA,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-0:0,12:0-0:0,12:0-0:0
pPO_UXvffah1uKhMlo9LBw,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
AOEHe6uKrnC_Aje3kT8-7w,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-1:0,10:0-1:0,10:0-23:0
OIcneOOA3uhODls7ANBsnQ,7:0-20:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-23:0,7:30-23:0,7:30-22:0
nc2ToNeakcNlFOggSuh0SQ,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
nxbVyDfknWtycymHluAzSA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,10:0-23:0,10:0-23:0
LuZKuFPkQE35MhYmFoL7-g,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-1:0,11:0-1:0,11:0-22:0
4MLQG9gKglkALP0EnsEMeA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,16:0-22:0
f4KJOcNMUSDGKvqm68CRiA,20:0-2:0,20:0-2:0,20:0-2:0,20:0-2:0,20:0-2:0,20:0-2:0,20:0-2:0
FYWbBFMAoIKuQlbUcBa9Zw,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:30,10:30-22:30,10:30-21:0
gj7jcal-6RYk1TRjSWAgTg,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-1:0
2Y0-nrSZNsLRStyupZgM7g,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
UV2eT3MQre7eWjtsnuiM7g,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,11:0-22:30
mbjF4qlWNfmLlhQ6-VowHg,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30,6:0-5:30
lX0Ev16NZmRrPbGZi3roEg,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-2:0,8:0-2:0,8:0-23:0
gK_8-iwivfBEuouSWyzMBQ,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-22:0,12:0-22:0,12:0-19:0
flgxUeGy8xctqiykaMVOLA,7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,8:0-17:0,8:30-17:0
RP6LTJlIYH4dWyCCTexFvw,8:0-23:30,8:0-23:30,8:0-23:30,8:0-23:30,8:0-2:0,9:0-2:0,9:0-23:30
RNoPER1n3_QoeuJt1K9TkQ,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-2:0,12:0-2:0,12:0-23:0
CJEh1U0g2A01kjJxikkjIg,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0
SAEGVsnptCMREqLSiNRX1Q,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-4:0,11:0-4:0,11:0-23:0
kJAmLFgiIjtjULunpr3NNg,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-2:0,17:0-2:0,17:0-1:0
Eufhdwi954UY-9MsdHjJKQ,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0
Zrtozs1rdJREGNxFRTcV3Q,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Zba1miBIyvoryQ2mhX_pOQ,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-16:0,10:0-14:0
CVNJ5kndABkFtDLr_mrBaA,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,12:0-23:30,12:0-22:30
g8MvjrCima1lt4YHYP32Vw,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-0:0
VjvZik_uBJ-UyHdT2PdPPg,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0
hbuVhfMb8r3kVNZ-thX16g,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
rca1HN4qRsZfmpxmlFWNDQ,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30
_U4M_X9y3Jg2092XjuzSkw,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
6I715CbaGgu1Wu16ahmm8A,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:0,11:0-23:0,11:0-22:30
0dU5pJcQPObFL1eG8MJWIg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
o1Y1JV8khAMD3yMUZymr5g,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,9:0-16:0
OE1emTl3wuvxy01ufROBtw,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-22:0
UHD-Mpx3hAl4ZRaU1E6-hg,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
9GLN1xfck07CKfNfejKCwg,0:0-0:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,17:0-22:0,16:0-22:0
Br2gGP58FkogY04rhdcDHQ,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,9:0-21:0,9:0-21:0
kurQNrrkwE6F2G99n7noyw,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,8:0-0:0
H5M7VSequiTztXXdQLcEEQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
gMvDOj8MZ0ix55AbpbWs9Q,7:30-21:30,7:30-21:30,7:30-21:30,7:30-21:30,7:30-20:30,9:0-18:30,9:0-18:30
pvYVHQsz2ZsOA508QunKHw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,10:0-23:0,10:0-22:0
gHutuGMMMH-5Qv9DbemLFw,6:0-14:0,6:0-14:0,6:0-17:0,6:0-14:0,6:0-17:0,6:0-17:0,6:0-14:0
PwTsXVAm19AZ0jnAyYSvZA,11:30-20:0,11:30-20:0,11:30-20:0,11:30-20:0,11:30-21:0,11:30-21:0,11:30-20:0
nhtl2xdJXIwVlov_9AsAdQ,17:30-1:0,17:30-1:0,17:0-1:30,17:0-2:0,16:0-2:30,17:30-2:30,17:30-1:0
EPKg3b0BK20-VKmzrP2W-A,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
bHqJQxPF-VL95tjAUYtK6w,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,10:30-22:0,11:0-21:0
baRd6otoSKiLKexfoyKWbg,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:0-23:0,10:0-23:0,10:30-22:0
U1vRCl0GoHF2xSb782sciw,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
N-FKBizx_wu3L8mvDPfYGw,15:0-0:0,13:0-1:0,13:0-1:0,13:0-1:0,13:0-2:0,13:0-2:0,15:0-0:0
JEQaPs7jNT1M2os9lJDlUA,11:0-14:30,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,10:0-15:0
pup46G8qFBG8695RtbQNwA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,11:0-15:0
drei9bJ5RWHYrDg2Xo3qpA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
cIRZU99i82ReJxCqhgXc5g,11:0-18:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
3JJWG-Eyj-czxaXaE7LVaA,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-23:0,12:0-23:0,11:30-22:0
e2uWs-oYZ2PB4ybr-UhErQ,12:0-18:0,10:30-19:30,10:30-19:30,10:30-19:30,10:30-19:30,10:30-19:30,12:0-18:0
Xyaw8gVBFDdn6rp_NtLhnw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0
Z1kqDvTwye4524s7oXOBgQ,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-19:0
FNQs47CO7Dd8tVZ1u8aEMw,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-0:0,17:0-0:0,17:0-23:0
T0Uw6vwwfO3el29wBoDamQ,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-3:0,11:0-3:0,11:0-0:0
14O6gNqpd3bcnIAHPFT58g,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0
cEU4IbCouZ1IFwURJKRJRQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30
_1wZ4ZbxWA_Qsm1-0UCreA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
JjEriMCnw5BR_5s-RNy3Ig,17:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,9:0-2:0,9:0-2:0
mzvOKS2QFKGIMFdLusbjQg,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
0BJK4_RQnNiiXJcYPEgG3w,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
THadh2gExZ0AxzcLJbJf9g,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
G58YATMKnn-M-RUDWg3lxw,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
Q3nButmAU4F-v55S5I3vEw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
9FPs1mXHZEoEWo3kw9cwGQ,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,12:0-0:0,12:0-22:0
djDktbXvOwaJhuk5whLlOQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
rH7HQC7_t3hksLUiK-Lj_w,11:30-3:0,11:30-3:0,11:30-3:0,11:30-3:0,11:30-3:0,11:30-3:0,11:30-3:0
sPzLsm3l1eUPMzz3ZJJu_w,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:30
mE-isLpfMbdQpOmb-WWo3w,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-2:0,11:0-2:0,12:0-21:0
7d4_aSWLjzu9z778ac4g2g,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
yKPY_6w7HNb0QhA3DcxvPw,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0
61qDFkNrHKzyA9n3dlgcEw,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0
e7ii4a_E8lm2uIU2AQrNAg,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0
yNBVOKSZN_AIjSJdhF_rqA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
06_bDWrsZkj5l1u1OUZ4Vg,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
kqM_bA4eEAnIMekmyWB5WA,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
BQHbrLQVB6l1GqX93JIQ2w,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-20:0
NFaVXGofY855SyGs6D3_-Q,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,11:0-21:0
Zj3hKT7KlKSCAb4XCz4dgQ,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:30-21:30,11:30-21:30
nj6gbiEInXiKMWhIOvv8og,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-22:0,9:0-22:0,10:0-20:0
