restaurant_id,nom,ville,moyenne_etoiles,zone,ferme
a6Sj8jOgM1KW-s3aKLWaKw,Zorba's Restaurant,Toronto,3.5,M4B,1
zZAAiNGU2ySMvAlYbvvchg,Passione Italiana Ristorante,Toronto,3.5,M4T,1
7aN34Xk5I09sdzZlpyYKhg,Shoeless Joe's,Toronto,2.0,M1B,1
V6u7__4jbEDOgWR8K6qUSw,El Gran Taco,Las Vegas,3.5,89121,1
oiV0qA2M06sXkHJgKVUnpw,The 8th Deadly Sin,Toronto,3.5,M4Y,1
B8y-FpC2lqNxd8xI7EJzlg,Bacchanal Ristorante,Phoenix,4.0,85016,1
RzvbHaDXSQn7d_b5UAFjLQ,Pita 2 Go,Toronto,3.5,M6G,1
m-POjqRtpWBcICTo2S5tfQ,Goldilocks Bake Shop,Las Vegas,3.0,89084,1
H2mDO9cvF-WLvyZexCyvZw,Andre's,Las Vegas,4.0,89101,1
yEgdNtrIuF5Jf34nIjyKug,Pink's,Las Vegas,2.5,89135,1
iWzGOHoi83SXM43LcRS18w,Baja Fresh,Phoenix,3.5,85044,1
s5gkuy9MQfYWzPjt1OWFDQ,Pavitra Restaurant,Toronto,3.5,M1E,1
BGcrYtRjOc6eWtxOpD9cWQ,Geri's Olde Philadelphia Restaurant,Las Vegas,4.0,89121,1
iX0XUpk34WqHfUuLjPhR9g,Stella,Toronto,3.5,M6H,1
5cbsjFtrntUAeUx51FaFTg,Agave,Las Vegas,3.0,89135,1
6xBgaXrAlH5KMIW-GPSUzQ,The Underworld Grill & Bar,Las Vegas,3.0,89102,1
lJ0_Xl6aDdfvnbTvLIy9Yw,Sequel Restaurant & Catering,Toronto,3.0,M4N,1
YYU_E5ASIuS6HHUu8Kv-Xg,Pho Annie 2,Las Vegas,4.5,89148,1
ePBGDKArVr5YImZu1QP9rg,Underground Kitchen 16,Toronto,2.5,M5T,1
ewhYqXL8jLrNpwQGnGIhyw,Gerardo's Taco Shop,Las Vegas,4.0,89109,1
HlwbuZnJubtHBfXlxWDXpw,The Willow House,Phoenix,2.5,85003,1
uLbwNH4tINbqx_88bFp17Q,Mazz Bistro,Toronto,4.0,M4M,1
7OkUKJNJkurXKeixq_ASVA,The Saucy Tomato,Las Vegas,2.5,89121,1
PmLFk1s8pPVNXChqETM4MA,Coco Lezzone,Toronto,3.5,M5R,1
WqjHEdAftag4ixm09POepQ,Pizza Joint,Las Vegas,3.0,89109,1
YDM2mRIX5vB3feGiKhFk6Q,Dough Doughs Hawaiian Cafe & Malasadas,Las Vegas,3.0,89101,1
n-5dPbGyziS0SOkVDTquFQ,Maki My Way,Toronto,3.5,M5V,1
bX0xK2LM1Yz1Gbv0BGlIPA,Louisiana Fried Chicken,Phoenix,4.0,85042,1
03icrim6SfEQJlejDMbzsA,Pho Saigon,Las Vegas,4.0,89146,1
Hz6pXloEBWboBaJuEpk0JQ,Gaylord India Restaurant,Las Vegas,3.5,89103,1
3-Bm90nXNtwLFyDtlj9olQ,Myung Sung,Las Vegas,4.0,89104,1
ZwRFTD84EUnCFIhp1VoIPQ,Carl's Jr.,Toronto,2.5,M5V,1
PmDhZiyiHI6O3RJXXojJcA,Pizza Pizza,Toronto,1.0,M1L,1
Z_AwsZrpZ4jFio-j4bMSTw,Acme Burger Company,Toronto,2.5,M5S,1
Qihead6oTtWCwde3TBqlGg,Du-Par's,Las Vegas,4.0,89101,1
OfITr0B8bZU3vukSQJIrWQ,Milagro Grill,Phoenix,4.0,85018,1
94EjzQ9cp7iVctFNe0SSsw,Wings Restaurant,Las Vegas,2.5,89131,1
W8GVfGILy7an385lZSEvSw,Burger King,Las Vegas,2.0,89104,1
ziEGXxNH55x7CMi0eAouKg,Little Tibet Restaurant,Toronto,4.0,M6J,1
Wd3xGiBYqX_N6wqOAoHsQw,Pho Hung Restaurant,Toronto,3.0,M5S,1
Kyl7Iaubsz3vvfykxdcmjA,Nathan's Famous,Las Vegas,3.0,89103,1
-weah7G6XZrdmE_0scCyig,Chuy's Mesquite Broiler,Phoenix,3.5,85018,1
MMkxpsumAUjBspyf9tyMuQ,Sushi 67,Toronto,4.0,M6R,1
mOF_0nlTRu5NxOu6MsOAQQ,Ding's Garden,Las Vegas,4.0,89146,1
o5nPu-ITfZ2OYx-6cU3moQ,Beanz Coffee Cafe,Las Vegas,4.0,89139,1
XUlQ4BVoZH6rnAT40cYGOQ,The Good Egg - Park Central,Phoenix,3.5,85012,1
e5tihkSq1-GT3AVA6sIXRA,Pita Q,Toronto,3.0,M4Y,1
2ZZmVT4Y8Rk3OIzu18PvFQ,Steve-O's New York Pizza,Las Vegas,4.0,89123,1
OFbiUooV4CqLjrvdOBXz-A,Branca,Toronto,4.0,M6K,1
2wrzJrML4I00e-11UiV4iQ,Raaw Japanese Cuisine,Toronto,3.5,M6K,1
3Zgo3Fi1DayoSkm89NweKA,The Bellevue,Toronto,3.5,M5T,1
nYzCr8fcJ2ci4aiB1-hB6w,Rolling in Dough Bakery & Cafe,Las Vegas,4.0,89117,1
uynbRIP4g85lp87xBJUaTg,Church Bistro,Toronto,2.5,M4Y,1
Kl4jN1WUFX67JRE40QVrcg,San Gabriel Mexican Caf̩,Phoenix,3.0,85020,1
BzqwAx_KlRPAMGXw1xHXag,Garden Cafe,Las Vegas,4.0,89123,1
nWMMI1z73AZOCRMSw1b5SA,Urraca Resto Lounge,Toronto,3.0,M2N,1
GuvbQ3bCMw6xfUfCQ8N1LA,Sum Kee Noodle House,Toronto,4.5,M4M,1
0M7rIhQLKD-j2XSnKgt2ng,Sbarro,Las Vegas,2.0,89111,1
LmcJuoHqggZj_qAlmqxMEQ,Pho Delish,Toronto,3.5,M6J,1
gol8tETztQVNcjHW5K-NXA,Cafe La Roche,Toronto,3.0,M1R,1
pybIuTluqRhH_BQ3CJHlLw,Pin Kaow Thai,Las Vegas,3.5,89139,1
PlBB9x6jpD2LW-3uJfODFA,Cal Club Snack Bar,Las Vegas,3.5,89101,1
f35DM0RuJ2x9ho6YNA3T-Q,The Sweetness,Phoenix,4.5,85003,1
2obBIvb5WTZbcErWSqkcOg,Pho Phuong,Toronto,3.0,M6J,1
GsaNBwJycUb6-MuFSYN5BQ,Taco Bell,Las Vegas,2.5,89104,1
mAEDNNfI_ryZcrmIR72QKA,St. Clair Shawarma and Falafel,Toronto,3.5,M6C,1
gJd1jOcl5FdqY020Q19n6Q,Bar+Bistro @ The Arts Factory,Las Vegas,3.5,89104,1
ryI7UszOtakwc8goHI3ojA,Magic Oven,Toronto,2.5,M5R,1
RJETnHYxNV_2iPWDesBFRA,Yessy's,Phoenix,3.0,85040,1
6JVaLv8KvOgK24RB7pxUiw,Sunset Grill,Las Vegas,4.0,89118,1
m1BL2XSBqnqP1qfmbrKmug,Okada,Las Vegas,4.0,89109,1
KBSCJcWGk9QNPX9MTSlM3Q,Bistro 896,Toronto,3.5,M4M,1
lCZ1pvgb9i3c2y55XalbhA,Soup's Chi-Town Kitchen,Las Vegas,3.0,89147,1
wlj66szhtfszQUUa7P1_tg,Kincious noodle house,Toronto,3.5,M2N,1
BlJsO_Ilm5KzPW8XJdjc8Q,Marie Callender's,Phoenix,3.5,85021,1
XxXJat55Oep1BMzQ9yJJhQ,Negroni,Toronto,4.0,M6G,1
xFX3mg1MGCV9AV45CDd6FA,Abby's Grill-Cafe,Phoenix,3.0,85022,1
jD4N1xRFZrcSxAfoKEqd6A,Kaiseki-Sakura,Toronto,4.5,M4Y,1
RGGOEmgtKXXZI91IXHEuIA,Bonefish Grill,Phoenix,3.0,85032,1
oaap_zKAxkrlTBwF3onmXw,La Salsa,Las Vegas,3.0,89109,1
1gHrOMPMmqXxGMMkPOyE0Q,Rising Sun Japanese Restaurant & Sushi Bar,Las Vegas,3.0,89117,1
_t7gK-Nde9aNV_vf88wi5g,Gelato Pizza,Toronto,3.0,M5V,1
pwnz4O5LFxv2OBEy0UCjtw,Sophie Mon Petit Cafe,Toronto,3.0,M4M,1
c_ZDTkfDlfzLm0a3osk1ow,Indian Paradise 2,Phoenix,3.5,85023,1
QJhwQcFKtBn8EahP58nh1w,The Grind House,Toronto,3.5,M5T,1
BJRh7_SnU9zK9YzyO6FlHQ,Astor House,Phoenix,4.0,85006,1
ehPtiTNRxZYCv0wjAWMXew,O to Go Coffee Bar,Phoenix,4.5,85012,1
lJJbxFNv1MwTx_52Kna9kg,Pita Pit,Phoenix,3.5,85085,1
Hg3pn4JwDD0Mm_Hxr-at2w,China Star,Las Vegas,2.5,89109,1
mtSPx0N7fVF0NfZ2oCNbeQ,Coffee Plantation,Phoenix,3.5,85016,1
yhjyC0C02oC87__hK6nEeA,H2 Kitchen,Toronto,4.0,M5V,1
PvAOQjUxoWlWqNbiO2tthQ,Pittsburgh Pizza Company,Phoenix,4.0,85022,1
dy_9OOE9ZhFZo9NTNCffIg,Nathan's Famous,Las Vegas,3.5,89109,1
S6zeihi74Ntn9pozgBJyHA,GiGi Burger,Toronto,2.0,M3J,1
fxuUGJ6si0QxcRKn_KNkEA,Cheeburger Cheeburger Express,Las Vegas,3.0,89139,1
M5Ft2YKkh9fFjyUNmAeRGA,Meskerem Ethiopian Restaurant & Market,Las Vegas,4.0,89109,1
RkekriZhaIZ7nSJBVept6Q,The Grilled Cheese,Toronto,3.5,M5T,1
81AxPpmMeowHYMLZ4Acy9A,Mela Indian Cuisine,Toronto,3.5,M5M,1
aQUo8irLBywAZN26ln_Q1w,WILD,Las Vegas,4.0,89101,1
-J1MYRIDDiPpLlVbMKLEkw,River Rock Cafe,Toronto,4.0,M4M,1
H99aadKfIQ3RZ6joDn7FuQ,Subway,Las Vegas,3.0,89130,1
Q-1JCkmzNBJk6jC7K_AUZA,Hookah Master's Lounge,Las Vegas,3.5,89146,1
_kdpjoGrIzA64E6aXHA66w,Barcelona Tapas,Las Vegas,4.0,89141,1
Px3xYvClWb-wSjyERBFWNw,Pizza Roma & Restaurant,Toronto,3.0,M6H,1
JAtkdUt_gV1iXjwj9vs_Og,The Bohemian Gastropub,Toronto,2.5,M5V,1
oUFPFbvts1U1kgbTm_jJzA,In And Out,Phoenix,4.5,85033,1
-050d_XIor1NpCuWkbIVaQ,Matt's Big Breakfast,Phoenix,4.0,85004,1
L3LqWrnVAwMO0Aa4osR33w,The Pink Grapefruit,Toronto,3.0,M5C,1
rs3_0HqWprKDKNB0pY5-UA,The Pursuit of Frosting,Toronto,3.0,M6C,1
SLCz2CaXXHJefrB942486w,Chicago Don,Toronto,3.5,M6H,1
x9XCZXcRwUtTWAGd6MRDmw,Fish Delish,Las Vegas,4.0,89107,1
2lQVNwzNo-SbVD5lXzNnZA,The Caribbean Queen of Patties,Toronto,3.5,M6H,1
b_yZrM3rVQVlifEg5naDpQ,Lyrics Music Bar and Grill,Toronto,2.5,M4W,1
yMqvTSsHkovlPHV8nDn0Ng,Rasoee the Indian Kitchen,Toronto,3.0,M5V,1
kiU9C58n7dgygdrpjOQXMQ,Los Jarochos Restaurant,Las Vegas,4.0,89147,1
bNn-D4ANDAjArEz1-QaSbw,Le Peep Restaurant On Central,Phoenix,3.5,85012,1
HQBtr9-GtWE566ZoUNf5TA,Pizza Palace,Las Vegas,3.5,89109,1
tZZDCsWJ169-DHLjvafA6w,Izakaya Tsuki,Toronto,4.0,M2N,1
PnQqYrNsPtiHvjNqCbDcVw,Le Neuf Caf̩,Toronto,4.0,M5T,1
P69Y9eN-tjTU425-1k1smw,Bona Pizza,Las Vegas,4.0,89139,1
TRxDx0JhUX49iL-QUHEm0A,I Went To Philly,Toronto,4.0,M4Y,1
eyrT84zf4NKs-Zv84O-6DA,Laffa Laffa,Toronto,3.5,M2M,1
wltfqot_Et0r-DYaZDxWFA,Hammered Hog BBQ Hall & Saloon,Phoenix,3.5,85032,1
pG90UZcF21ZYvXQbDdkkLg,Imperial One,Las Vegas,4.0,89146,1
GG4qRCnxiChJTswr602R4g,Nataraj Indian Cuisine,Toronto,4.0,M5S,1
0eJG77JOkyMIBhc4Xbuqfw,A Thyme For All Seasons,Las Vegas,4.0,89119,1
hFTr6Zi0smtF24xgGCJoEg,Oh Boy Burger Market,Toronto,2.5,M5A,1
7FLHJMOYszFPCqK3tg5umA,Sakun Thai,Las Vegas,3.5,89119,1
vsGqvLu4OlL2GDmPWSVx_w,Flame Kabob,Las Vegas,4.5,89146,1
xEVtgU6QzSR_9Ui4evSZFQ,Rakia Bar,Toronto,4.0,M6G,1
GXdnO7m8X4tjVl7MXHgN4g,Mamacita's Restaurant,Las Vegas,3.0,89101,1
3sPSc8NBvrkXi7scpRYDLg,Hello Tokyo,Las Vegas,4.0,89121,1
Af7BsyzsJi_2qPFu_5tsJg,Sushi Q,Phoenix,3.5,85021,1
knWBvogziOE4f82kmmi0sQ,Leticia's Mexican Cocina At Tivoli Village,Las Vegas,4.0,89145,1
5XejqzaFmtkZMstJS5Iy-w,D'Lish Cafe,Phoenix,4.0,85013,1
qpqWDf2oLEy2fhhq9sqfNA,Hadley's,Toronto,3.5,M6H,1
vKMLrlfff2bpXqx9sWGWsA,Lick's Homeburgers & Ice Cream,Toronto,3.0,M4L,1
WOO81gScY3_VpaIfXFAKpw,Technique Restaurant,Las Vegas,4.0,89144,1
VnIz2QOa4eEm_ViV6ckCZA,Taco Bell,Las Vegas,2.0,89139,1
dui3LMccNE0NRY0M86A5Tg,The Tap House,Toronto,2.5,M5H,1
-NNElpPRHRYUD0YHgXtgyQ,Teta's Mediterranean Kitchen & Bakery,Toronto,4.5,M3H,1
eMKqAItLbazgUT8xokz7fw,Wine 5 Cafe,Las Vegas,4.5,89129,1
cZbqG53WCsEyYHSocNZdLQ,Elena's Restaurant,Las Vegas,4.0,89121,1
1SCETxRnwaYo2aBC3fi4SA,PDQ - Las Vegas: Sahara,Las Vegas,4.5,89102,1
rA1WJvN6IULGbM0MTbbaaA,Calrose Asian Cuisine,Toronto,4.5,M6C,1
3cqB5VOEBP52C9wbC8P-UA,Maialino Enoteca Italiana,Toronto,3.5,M6R,1
FUTubibqsEEMapUlo1OFpg,Thao Sandwiches,Phoenix,3.0,85017,1
akQhnViFokmD4XMglHmIIw,Uoshiki Sushi,Toronto,3.0,M1V,1
a7q40rE3-0PORdFnFL-1Hg,The Chill Frozen Yogurt,Phoenix,2.5,85016,1
_OAPdOJiAE-8ROsJPVPxYA,La Saucisserie,Toronto,4.0,M6J,1
x_1Yo9ArcbitR6NQC7tOUA,Sparrow,Toronto,4.0,M6S,1
CUGswyxGdkcd4IE1oHc80A,Bar Vespa,Toronto,3.0,M6K,1
RoGAy8b2j0Oa7TJgpotM8A,Shahi Mahal,Toronto,3.0,M9W,1
8vrzErpjzhDabTWX1ZfOGA,El Picante,Las Vegas,4.0,89123,1
ZL0TTcdLwL4tj9rzAnj6ZQ,Pulp Kitchen,Toronto,2.5,M4K,1
FGVd04t9a6DPUmhnVN0oAg,Friendly Greek,Toronto,3.0,M4K,1
2dUXkonsAdoXKAalTnmlig,Dimas Tacos,Las Vegas,4.0,89130,1
Nx2qOQBY9QGJnzcuPO9yyw,Decatur Drug Store Coffee Shop,Las Vegas,3.5,89107,1
DbK9fyJq4O4zfT1jv6JOhw,Pam Real Thai Las Vegas,Las Vegas,4.0,89103,1
YTfXZ9tbTBJkWsDI7cMDWQ,Liang's Kitchen,Las Vegas,4.0,89103,1
3qlqzQrwh8hjBltlgFgsJQ,Paz Cantina,Phoenix,4.0,85004,1
yXeduTn7Q7BfNIS6SInpRg,Insomnia Munchies,Las Vegas,2.0,89119,1
eQNApV0-OpYJec3y1OoBvg,Magic Oven,Toronto,3.0,M6P,1
Mjxv8bMs1mOcuhleCpDWOg,Petit Four,Toronto,3.5,M5L,1
LK3HJH9LMAHTlO6U9rae4Q,Taste of Tandooree,Toronto,3.0,M6J,1
3p-7HlSGbFtZBivfsGmYbA,Oriental Taste Restaurant,Toronto,3.0,M5A,1
V1DITRxF42tjARULGfG0uA,Marilyn's Fish & Chips,Phoenix,3.5,85073,1
cWGk2R8rNw7-X_DpNaBeCQ,The Happy Hooker,Toronto,3.5,M6J,1
HcFNeUjeqzhHw1Lk0FZarg,Jersey's Bar & Grill,Las Vegas,4.0,89102,1
5g6fssi_52emmju-vwPahQ,South China BBQ Hong Kong Style,Phoenix,3.5,85013,1
Jx_yt96GM7_teICxgmpxjg,Villa Madina,Toronto,4.0,M5G,1
-QIQLK8RR6rl7v19cAQQHg,Capriotti's Sandwich Shop,Phoenix,3.5,85048,1
qMOyKuyZpFH-Lmszd3Mn-A,Al Dente,Las Vegas,3.0,89136,1
phIkliecMPMX15TX8t_F1w,Sushi Garden,Toronto,3.5,M4R,1
oWboXKe_xk6Vcr2gBEuxuw,Pasta and Sugo,Phoenix,4.5,85018,1
BrclERrbZrQNRyBmDGawQQ,Bruno's Pizza,Las Vegas,4.5,89147,1
lH1WyBjyrIlWjYvKmaKctg,Pat and Waldo's,Phoenix,3.5,85003,1
NjTNB_vzoT0v6bk1S9ZOiA,The Greek Spot,Toronto,3.5,M6R,1
WoqO6D7Yh7Tbowkpb3pz5Q,Omi Sushi,Toronto,2.5,M1E,1
2rVmvJrLP6qv2k13WSLlfg,Indira's Caribbean Spot,Toronto,4.0,M4J,1
WXzA4jW-E2UtaFd3v86Xfw,Sitara Hookah Lounge,Las Vegas,3.5,89183,1
wIz5nWZ-0LfgAq5N2Nu1dg,Big Beef Noodle,Las Vegas,3.5,89102,1
MfC-gz4G9vs7I2A28ino6Q,House of J Cafe,Las Vegas,3.5,89183,1
TeUlBlNYodKBtcL-zc-4pA,Amuse-Bouche Restaurant,Toronto,4.5,M6J,1
dAvcyy08flqhFIzOIdg2UA,Fish Market Restaurant,Phoenix,3.0,85016,1
iNlpsHMO9PRltC_EsV_vlA,Pasta Perfection,Toronto,2.0,M4Y,1
YbynHsi3Nf7YhftGIYm4pw,Fishbar,Toronto,3.5,M6J,1
d1pB6SLzLb-4lFq8y5tEnQ,Mr Tofu,Las Vegas,3.5,89102,1
ET0E6XneFsguRUzpMXKrag,Viva Mexico,Toronto,3.0,M4X,1
xmWs-su5eB5_57CIw4sqfw,Gina's Bistro,Las Vegas,4.5,89117,1
uiblCNxg83Q44bA2PYKuYQ,Yummy Dumpling House,Toronto,4.0,M2N,1
w7_1xM_WNf8nh2w-tzfAyQ,Volcano Grille,Las Vegas,4.0,89113,1
gTUaz3Wlh8eyQ3s7T-6txw,Steam House,Toronto,2.5,M1S,1
Jr2qi4Nq3xrfNTa_jTVtYg,Shala-Mar Restaurant,Toronto,3.0,M6R,1
fJAdog4HQMn1AruhiUnX_A,Cleopatra,Toronto,4.5,M6H,1
QcTTRBfrd0rMzzuCDec_Cw,Jacquee's Espresso,Phoenix,4.0,85004,1
kOt9Ci_i8O6m_aPXN8HXLQ,The Famous Burritos,Las Vegas,3.0,89103,1
lGy7jJ9oVZUJNkmZj7ewgA,Planet Dailies,Las Vegas,3.0,89109,1
7wqVXWxLrjrDC8QGBW5OBg,The Annex HodgePodge,Toronto,4.0,M5R,1
FevycwulBfHEZt77dv2EyA,Carmine's,Las Vegas,3.5,89117,1
Omn2qqVcTpH9J883EVhQ7g,Quesada Mexican Grill,Toronto,2.5,M5S,1
217UagoGgTanLS0kfjYmXA,Spin Dessert Caf̩,Toronto,3.0,M8Z,1
t43XJ7we7RugvqM5ytr_WQ,Pie Zanos,Las Vegas,3.0,89121,1
GWaS_XugSFzw1g8SEbpmHQ,Habbouz Tunisian Cuisine,Phoenix,5.0,85051,1
tsEllPWpgdXv_mdgjSoT0A,Hero Certified Burgers - East York Town Centre,Toronto,3.0,M4H,1
MP9LqzWeWTuMU4VkZo_M2w,Garden Cafe,Las Vegas,2.0,89109,1
HV3Q2JYwK9AvMHPYXcxzag,Silver Dragon Chinese Restaurant,Phoenix,4.0,85021,1
34PMhyoSQHVd4Lr7slzUcA,Ori'Zaba's Scratch Mexican Grill,Las Vegas,3.0,89113,1
xsFeeqZS6PoVvwseEefzEw,PastaBAR,Phoenix,3.5,85004,1
H_FkQxifSo13B2FWjhp36g,Otto Enoteca Pizzeria,Las Vegas,3.5,89109,1
6D_rZE3vtdur2RR_QK0G6Q,Mr Right Pizza,Toronto,4.0,M6G,1
pSTQPnaee7euEULfDgIDdg,Yummy Garden,Toronto,4.0,M4A,1
GGvjkKM74UnOh2NyvwTLZQ,Jjanga Fusion Pocha,Las Vegas,4.5,89146,1
E6CKPADfLBk5Lg6ABxLFMw,Organic Shores,Phoenix,4.0,85032,1
-Fq75GKdSKwhTVISzyc6rw,Three's Company Catering,Toronto,3.5,M4J,1
qEg0K_45TBlzHMOR9GC4Pg,Ciao Ciao Pizza,Las Vegas,3.5,89147,1
ccQhq9pSd_5wj1yMwiM7iA,Amando's Bros,Phoenix,3.0,85013,1
1bxJcRAF-2wDY-QbiTCqPQ,Mariscos Vuelve a La Vida,Phoenix,3.5,85006,1
_X2GpJvazUrhRUgFn6Y66A,Edward's 1290,Toronto,3.0,M4L,1
16-gsPZnaBJgFi9Le-i27w,Amaya Bread Bar,Toronto,3.5,M4N,1
aKaBouHuC4EgDfo99zr4Fg,Zaza Espresso Bar,Toronto,4.5,M4P,1
7BsdthkYwRmJpUX7huwhHA,Zocalo,Toronto,4.5,M6P,1
ihKI3k-fnzKERzKq3KOsxA,Coco Lezzone Resto & Bar,Toronto,3.0,M6G,1
j61zSbBRrNQPG4p-cydSmQ,Trader Vic's,Las Vegas,3.0,89109,1
IZ0c8VGiDeURttERwuxuqg,ABBIOCCO,Toronto,2.5,M6G,1
o_uE7kjmI2K7dnKZkQoHTQ,Los Burritos,Phoenix,4.0,85016,1
XGCyy-JNA-nwO3T0lPth9w,Ricos Tacos,Las Vegas,3.5,89102,1
5jtxiHzuaFLoJxevfJNxRQ,Come and Get It,Toronto,4.0,M5T,1
Qd3wk-U-QeN4asKBhDaOoA,Weinerschnitzel,Las Vegas,4.0,89123,1
pajul2jeKg4tDBffmnNEDA,Super Moon Buffet,Phoenix,2.5,85013,1
z2VJoa0l_QGFhl7YqiES6g,Cafe Volare,Las Vegas,4.0,89118,1
tLZ_pvZaFlsIy18ssrm-7g,Mcdonalds,Phoenix,1.0,85037,1
RhSi82sDhswGF3MyxCpkUg,Villa Italia Ristoranti,Phoenix,4.0,85020,1
gGeuQKUBP7zAz2YTqpHHCw,Yokohama Kaigenro,Las Vegas,3.5,89109,1
WxX-3A9XX-q7JQ6nG2vopA,Smoke BBQ House,Toronto,3.5,M6G,1
7lEqJZLFLQkjLR7NqI-fSQ,Malee's Thai Bistro,Phoenix,3.5,85050,1
4jBn52rNf9CG3uHbFEFaVg,Pinky's Cafe,Phoenix,3.5,85022,1
raVyoZbWWuN7JcFUdT7k2g,Sochu House,Phoenix,4.0,85004,1
UN2MzY7bZUF29gvEcp3oYg,El Patron,Phoenix,2.5,85027,1
AufuW5dGP551XURgXaogQQ,Water & Ice Cream,Phoenix,4.5,85013,1
z5dE6ACPVnoyOOiAynMhmw,Chippy's Fish & Chips,Toronto,3.0,M6J,1
H8qpFitIesth86zqR4cwYg,Jean Philippe Patisserie,Las Vegas,4.0,89109,1
VGbXpuXYuo6Lsn8KbuYkhw,Jamie Kennedy,Toronto,3.0,M4W,1
wj2DUF07FDk9-nTKcoPaPQ,The Scullery,Toronto,4.0,M5A,1
XiEtWh17z-_hZQSxwOe-zw,East Dragon Korean Cuisine,Toronto,2.0,M2J,1
hIqq6npOS-mSl58H7uyCkg,Oriental House,Las Vegas,4.5,89117,1
UmzvnOReOttR3-1CStDxjg,Paralia,Toronto,3.0,M4L,1
m8vYdMqANt1fKA0N9zKrkQ,Souper Salad,Las Vegas,2.5,89108,1
mGRUkg7YO1fWpfYCqNcR-g,The Corner CityScape,Phoenix,3.5,85004,1
uy_3-iUSuB-_uYQMQJbOow,Bill Johnson's Big Apple Restaurants,Phoenix,3.0,85017,1
sZMliOne4mADZ2-CqeanZg,Bar One Trattoria,Toronto,4.0,M6J,1
pZf3WkFm9x91JWFYh8CLKg,Galerias Gourmet,Las Vegas,4.0,89128,1
KtNPcK6x9Dxj3aYGis5wgg,Indian Kiss,Toronto,4.0,M6P,1
pbnZqw5tHkZZBG5Ryys0yw,Delicacy,Toronto,3.0,M6K,1
Ls89UV4aSRE8eW2Pj_LaWg,Crossroads Restaurant & Bar - Las Vegas,Las Vegas,3.5,89119,1
0ueq5zB3NqLbh93KYYNIHQ,Thai Grill,Las Vegas,4.0,89108,1
AS5SU_cEwM-IqmkF7USdQg,JaiHo Restaurant,Las Vegas,3.0,89123,1
7usumJrTK_qs2GbSd8zIvg,Wake Up Coffee Cafe,Las Vegas,4.0,89146,1
iwh-33qk0BqMcp3qnMLOBg,Irie Jamaica Restaurant,Phoenix,3.5,85040,1
myMxzOD5TkwyiXfkNtKifg,Murgatroid,Toronto,4.0,M4X,1
Sav4EJZSG7p--09DTHt5mg,Humberto's Mexican Food,Phoenix,4.0,85032,1
Rqc_42MJmsoMWNdHi4PFGg,O Banh Mi,Toronto,4.0,M6P,1
1JDRyjdfkE_iSwUGs_ZX1w,Burro Burrito,Toronto,4.0,M6G,1
T6ha3lAVg7mjr6GTnH9V-A,Pojangmacha Food,Toronto,4.0,M2N,1
tMdgY7Ou4k3bYZZulJCiuQ,Bronze Cafe at The Center,Las Vegas,4.5,89101,1
HBjjGbfBvZ1FU1AaUWyJYQ,Tacos El Rodeo,Las Vegas,4.0,89108,1
lGmXgLQklCW0laI5Gdxopw,Cravings Asian Cuisine,Toronto,3.5,M4N,1
bMTvOepAgtRpD9nrNEy8zA,Asuka Japanese Restaurant,Toronto,3.5,M5R,1
bDnaX6jPdunz3GK63n3T8Q,Noka Sushi,Toronto,2.0,M5S,1
Dfbg3m2ce1VUzJ5i6Z7IuA,Desnudo Tacos,Las Vegas,4.0,89102,1
vRltDI3WRnjBumYzRwJVAg,Mannie & Bo's Pizzeria Las Vegas,Las Vegas,4.0,89145,1
kQ9gVGp5R_jZwLi0-q8PZQ,Hey Meatball,Toronto,4.0,M4M,1
7Dk6AeVwPGLNDTHpa8TxuA,Cedars Restaurant,Las Vegas,4.0,89119,1
VeVjZ8aR_zFEM9jKJuvraw,Sushi Marche,Toronto,3.5,M4M,1
ENaLdbV5Z3ZctxUgQZjwhw,Judit's Bistro,Las Vegas,3.5,89118,1
GZONBn0K1yp2aaD-l8debQ,B&B Burger & Beer,Las Vegas,3.0,89109,1
NKXSQHhg3Lc2I3JiBaXkyg,Weather & Coffee,Phoenix,4.5,85032,1
j9qC2kxTFcgApOjQ0kvuVQ,The Maple Tree,Las Vegas,3.5,89131,1
20oHNhcUaTuFaek6FFyZEw,Lobby Restaurant,Toronto,3.0,M5S,1
64_y0ZgHl34uOzHNnSnd1g,Bonjour Euro Bakery,Las Vegas,3.5,89103,1
a6fYAeP1VOBVUeY2SrHaDw,Karsh's Bakery,Phoenix,3.5,85014,1
i34UEze7MD42sP9T93DQTw,Prime,Toronto,3.0,M5S,1
jlv_ciZY7y8c6AeAyskF9w,That's Italiano,Phoenix,3.0,85018,1
Qm2datcYBPXrPATVGFJQfQ,Palm Pizza & Kabob,Las Vegas,4.5,89110,1
Kbm27HFhtj1Twkq01yOlmQ,Taste of Greek Cuisine,Toronto,2.5,M1E,1
xg6X-QhO5kTv9PtFqJp-OA,Cinnabon,Las Vegas,4.5,89109,1
hkpP3kY_x_zVpVz8gQ0ErA,9091,Las Vegas,4.0,89119,1
b7aGMB5-BNRtpBn1PkFD6w,Wingzza Boca Park,Las Vegas,3.5,89145,1
PZqLTvbh9IV10Q8Efhv2Vw,The Plaza Bistro & Catering,Phoenix,4.5,85028,1
BwrqExMsgZZ6VJnSfEEkdw,Pho Pasteur & Grill,Las Vegas,2.5,89146,1
Ona9aVr6RJRL3xyPNlKSPA,Hot Dog Haus,Las Vegas,4.0,89104,1
